W0208 21:36:21.146000 2161723 torch/distributed/run.py:852] 
W0208 21:36:21.146000 2161723 torch/distributed/run.py:852] *****************************************
W0208 21:36:21.146000 2161723 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0208 21:36:21.146000 2161723 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 83468.74it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 11475.52it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 9441.31it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14993.04it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 83055.52it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 69042.04it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 7374.60it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 65793.00it/s]
logs/sweep_muon0.014_adam0.003.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8349 train_time:1ms step_avg:0.82ms
step:1/4740 train_time:95ms step_avg:95.15ms
step:2/4740 train_time:159ms step_avg:79.68ms
step:3/4740 train_time:218ms step_avg:72.75ms
step:4/4740 train_time:304ms step_avg:76.02ms
step:5/4740 train_time:363ms step_avg:72.57ms
step:6/4740 train_time:448ms step_avg:74.75ms
step:7/4740 train_time:508ms step_avg:72.54ms
step:8/4740 train_time:594ms step_avg:74.23ms
step:9/4740 train_time:653ms step_avg:72.52ms
step:10/4740 train_time:738ms step_avg:73.82ms
step:11/4740 train_time:797ms step_avg:72.50ms
step:12/4740 train_time:883ms step_avg:73.61ms
step:13/4740 train_time:942ms step_avg:72.45ms
step:14/4740 train_time:1028ms step_avg:73.43ms
step:15/4740 train_time:1089ms step_avg:72.61ms
step:16/4740 train_time:1176ms step_avg:73.50ms
step:17/4740 train_time:1236ms step_avg:72.72ms
step:18/4740 train_time:1322ms step_avg:73.45ms
step:19/4740 train_time:1382ms step_avg:72.73ms
step:20/4740 train_time:1468ms step_avg:73.38ms
step:21/4740 train_time:1527ms step_avg:72.71ms
step:22/4740 train_time:1613ms step_avg:73.31ms
step:23/4740 train_time:1673ms step_avg:72.76ms
step:24/4740 train_time:1759ms step_avg:73.31ms
step:25/4740 train_time:1819ms step_avg:72.77ms
step:26/4740 train_time:1905ms step_avg:73.26ms
step:27/4740 train_time:1964ms step_avg:72.74ms
step:28/4740 train_time:2051ms step_avg:73.25ms
step:29/4740 train_time:2111ms step_avg:72.78ms
step:30/4740 train_time:2198ms step_avg:73.26ms
step:31/4740 train_time:2258ms step_avg:72.82ms
step:32/4740 train_time:2345ms step_avg:73.27ms
step:33/4740 train_time:2404ms step_avg:72.85ms
step:34/4740 train_time:2490ms step_avg:73.25ms
step:35/4740 train_time:2550ms step_avg:72.84ms
step:36/4740 train_time:2637ms step_avg:73.24ms
step:37/4740 train_time:2696ms step_avg:72.85ms
step:38/4740 train_time:2782ms step_avg:73.21ms
step:39/4740 train_time:2841ms step_avg:72.85ms
step:40/4740 train_time:2928ms step_avg:73.19ms
step:41/4740 train_time:2987ms step_avg:72.85ms
step:42/4740 train_time:3073ms step_avg:73.18ms
step:43/4740 train_time:3135ms step_avg:72.90ms
step:44/4740 train_time:3221ms step_avg:73.19ms
step:45/4740 train_time:3281ms step_avg:72.90ms
step:46/4740 train_time:3366ms step_avg:73.18ms
step:47/4740 train_time:3426ms step_avg:72.89ms
step:48/4740 train_time:3512ms step_avg:73.16ms
step:49/4740 train_time:3572ms step_avg:72.90ms
step:50/4740 train_time:3658ms step_avg:73.16ms
step:51/4740 train_time:3718ms step_avg:72.91ms
step:52/4740 train_time:3804ms step_avg:73.15ms
step:53/4740 train_time:3863ms step_avg:72.89ms
step:54/4740 train_time:3949ms step_avg:73.13ms
step:55/4740 train_time:4009ms step_avg:72.88ms
step:56/4740 train_time:4095ms step_avg:73.13ms
step:57/4740 train_time:4155ms step_avg:72.89ms
step:58/4740 train_time:4241ms step_avg:73.12ms
step:59/4740 train_time:4301ms step_avg:72.90ms
step:60/4740 train_time:4388ms step_avg:73.13ms
step:61/4740 train_time:4447ms step_avg:72.90ms
step:62/4740 train_time:4533ms step_avg:73.11ms
step:63/4740 train_time:4594ms step_avg:72.92ms
step:64/4740 train_time:4680ms step_avg:73.12ms
step:65/4740 train_time:4739ms step_avg:72.90ms
step:66/4740 train_time:4824ms step_avg:73.10ms
step:67/4740 train_time:4884ms step_avg:72.89ms
step:68/4740 train_time:4970ms step_avg:73.09ms
step:69/4740 train_time:5030ms step_avg:72.90ms
step:70/4740 train_time:5116ms step_avg:73.09ms
step:71/4740 train_time:5176ms step_avg:72.91ms
step:72/4740 train_time:5263ms step_avg:73.10ms
step:73/4740 train_time:5322ms step_avg:72.90ms
step:74/4740 train_time:5408ms step_avg:73.08ms
step:75/4740 train_time:5467ms step_avg:72.90ms
step:76/4740 train_time:5553ms step_avg:73.07ms
step:77/4740 train_time:5614ms step_avg:72.90ms
step:78/4740 train_time:5699ms step_avg:73.07ms
step:79/4740 train_time:5759ms step_avg:72.90ms
step:80/4740 train_time:5845ms step_avg:73.06ms
step:81/4740 train_time:5904ms step_avg:72.89ms
step:82/4740 train_time:5991ms step_avg:73.06ms
step:83/4740 train_time:6051ms step_avg:72.90ms
step:84/4740 train_time:6137ms step_avg:73.06ms
step:85/4740 train_time:6197ms step_avg:72.91ms
step:86/4740 train_time:6283ms step_avg:73.06ms
step:87/4740 train_time:6343ms step_avg:72.90ms
step:88/4740 train_time:6428ms step_avg:73.05ms
step:89/4740 train_time:6488ms step_avg:72.89ms
step:90/4740 train_time:6574ms step_avg:73.04ms
step:91/4740 train_time:6634ms step_avg:72.90ms
step:92/4740 train_time:6721ms step_avg:73.05ms
step:93/4740 train_time:6781ms step_avg:72.91ms
step:94/4740 train_time:6867ms step_avg:73.05ms
step:95/4740 train_time:6926ms step_avg:72.90ms
step:96/4740 train_time:7012ms step_avg:73.04ms
step:97/4740 train_time:7072ms step_avg:72.91ms
step:98/4740 train_time:7158ms step_avg:73.04ms
step:99/4740 train_time:7219ms step_avg:72.92ms
