W0325 20:02:04.741000 750362 torch/distributed/run.py:852] 
W0325 20:02:04.741000 750362 torch/distributed/run.py:852] *****************************************
W0325 20:02:04.741000 750362 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0325 20:02:04.741000 750362 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 56111.09it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 64527.75it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 68200.07it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 6795.15it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14016.05it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 13934.56it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 65536.00it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 15797.76it/s]
logs/sweep_muon0.010_stretch1.5_peak1.73.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8313 train_time:1ms step_avg:0.95ms
step:1/4740 train_time:82ms step_avg:81.54ms
step:2/4740 train_time:149ms step_avg:74.74ms
step:3/4740 train_time:208ms step_avg:69.27ms
step:4/4740 train_time:294ms step_avg:73.49ms
step:5/4740 train_time:353ms step_avg:70.52ms
step:6/4740 train_time:438ms step_avg:72.99ms
step:7/4740 train_time:496ms step_avg:70.93ms
step:8/4740 train_time:582ms step_avg:72.80ms
step:9/4740 train_time:641ms step_avg:71.21ms
step:10/4740 train_time:726ms step_avg:72.62ms
step:11/4740 train_time:785ms step_avg:71.32ms
step:12/4740 train_time:870ms step_avg:72.52ms
step:13/4740 train_time:929ms step_avg:71.47ms
step:14/4740 train_time:1016ms step_avg:72.56ms
step:15/4740 train_time:1076ms step_avg:71.76ms
step:16/4740 train_time:1163ms step_avg:72.70ms
step:17/4740 train_time:1223ms step_avg:71.92ms
step:18/4740 train_time:1310ms step_avg:72.78ms
step:19/4740 train_time:1369ms step_avg:72.04ms
step:20/4740 train_time:1456ms step_avg:72.78ms
step:21/4740 train_time:1515ms step_avg:72.12ms
step:22/4740 train_time:1601ms step_avg:72.77ms
step:23/4740 train_time:1660ms step_avg:72.19ms
step:24/4740 train_time:1746ms step_avg:72.75ms
step:25/4740 train_time:1804ms step_avg:72.17ms
step:26/4740 train_time:1891ms step_avg:72.72ms
step:27/4740 train_time:1951ms step_avg:72.24ms
step:28/4740 train_time:2038ms step_avg:72.78ms
step:29/4740 train_time:2098ms step_avg:72.34ms
step:30/4740 train_time:2185ms step_avg:72.82ms
step:31/4740 train_time:2243ms step_avg:72.37ms
step:32/4740 train_time:2330ms step_avg:72.83ms
step:33/4740 train_time:2389ms step_avg:72.41ms
step:34/4740 train_time:2477ms step_avg:72.85ms
step:35/4740 train_time:2537ms step_avg:72.49ms
step:36/4740 train_time:2623ms step_avg:72.87ms
step:37/4740 train_time:2682ms step_avg:72.49ms
step:38/4740 train_time:2768ms step_avg:72.85ms
step:39/4740 train_time:2827ms step_avg:72.49ms
step:40/4740 train_time:2913ms step_avg:72.84ms
