W0325 10:47:00.054000 643890 torch/distributed/run.py:852] 
W0325 10:47:00.054000 643890 torch/distributed/run.py:852] *****************************************
W0325 10:47:00.054000 643890 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0325 10:47:00.054000 643890 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 69042.04it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 70789.94it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 7262.86it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 17313.95it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 61455.00it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 69615.00it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 13899.93it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 69042.04it/s]
logs/sweep_muon0.012_stretch2.0_peak2.5.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8300 train_time:1ms step_avg:0.89ms
step:1/4740 train_time:96ms step_avg:95.83ms
step:2/4740 train_time:160ms step_avg:79.80ms
step:3/4740 train_time:218ms step_avg:72.53ms
step:4/4740 train_time:303ms step_avg:75.82ms
step:5/4740 train_time:362ms step_avg:72.39ms
step:6/4740 train_time:447ms step_avg:74.54ms
step:7/4740 train_time:507ms step_avg:72.38ms
step:8/4740 train_time:592ms step_avg:74.04ms
step:9/4740 train_time:651ms step_avg:72.37ms
step:10/4740 train_time:737ms step_avg:73.71ms
step:11/4740 train_time:795ms step_avg:72.32ms
step:12/4740 train_time:881ms step_avg:73.44ms
step:13/4740 train_time:940ms step_avg:72.32ms
step:14/4740 train_time:1026ms step_avg:73.31ms
step:15/4740 train_time:1087ms step_avg:72.49ms
step:16/4740 train_time:1176ms step_avg:73.48ms
step:17/4740 train_time:1236ms step_avg:72.70ms
step:18/4740 train_time:1322ms step_avg:73.47ms
step:19/4740 train_time:1382ms step_avg:72.72ms
step:20/4740 train_time:1468ms step_avg:73.42ms
step:21/4740 train_time:1528ms step_avg:72.78ms
step:22/4740 train_time:1615ms step_avg:73.41ms
step:23/4740 train_time:1674ms step_avg:72.79ms
step:24/4740 train_time:1760ms step_avg:73.34ms
step:25/4740 train_time:1819ms step_avg:72.74ms
step:26/4740 train_time:1904ms step_avg:73.24ms
step:27/4740 train_time:1963ms step_avg:72.72ms
step:28/4740 train_time:2050ms step_avg:73.20ms
step:29/4740 train_time:2109ms step_avg:72.74ms
step:30/4740 train_time:2196ms step_avg:73.20ms
step:31/4740 train_time:2256ms step_avg:72.76ms
step:32/4740 train_time:2343ms step_avg:73.22ms
step:33/4740 train_time:2402ms step_avg:72.80ms
step:34/4740 train_time:2489ms step_avg:73.21ms
step:35/4740 train_time:2549ms step_avg:72.83ms
step:36/4740 train_time:2636ms step_avg:73.21ms
step:37/4740 train_time:2695ms step_avg:72.83ms
step:38/4740 train_time:2781ms step_avg:73.19ms
step:39/4740 train_time:2841ms step_avg:72.85ms
step:40/4740 train_time:2927ms step_avg:73.18ms
step:41/4740 train_time:2986ms step_avg:72.83ms
step:42/4740 train_time:3073ms step_avg:73.16ms
step:43/4740 train_time:3132ms step_avg:72.85ms
step:44/4740 train_time:3219ms step_avg:73.17ms
step:45/4740 train_time:3278ms step_avg:72.84ms
step:46/4740 train_time:3364ms step_avg:73.14ms
step:47/4740 train_time:3425ms step_avg:72.86ms
step:48/4740 train_time:3511ms step_avg:73.14ms
step:49/4740 train_time:3571ms step_avg:72.89ms
step:50/4740 train_time:3658ms step_avg:73.17ms
step:51/4740 train_time:3717ms step_avg:72.88ms
step:52/4740 train_time:3803ms step_avg:73.13ms
step:53/4740 train_time:3862ms step_avg:72.87ms
step:54/4740 train_time:3949ms step_avg:73.12ms
step:55/4740 train_time:4009ms step_avg:72.89ms
step:56/4740 train_time:4095ms step_avg:73.13ms
step:57/4740 train_time:4154ms step_avg:72.88ms
step:58/4740 train_time:4241ms step_avg:73.12ms
step:59/4740 train_time:4300ms step_avg:72.88ms
step:60/4740 train_time:4387ms step_avg:73.12ms
step:61/4740 train_time:4447ms step_avg:72.90ms
step:62/4740 train_time:4533ms step_avg:73.12ms
step:63/4740 train_time:4592ms step_avg:72.89ms
step:64/4740 train_time:4679ms step_avg:73.11ms
step:65/4740 train_time:4738ms step_avg:72.89ms
step:66/4740 train_time:4825ms step_avg:73.10ms
step:67/4740 train_time:4884ms step_avg:72.89ms
step:68/4740 train_time:4971ms step_avg:73.10ms
step:69/4740 train_time:5030ms step_avg:72.90ms
step:70/4740 train_time:5117ms step_avg:73.10ms
step:71/4740 train_time:5176ms step_avg:72.90ms
step:72/4740 train_time:5262ms step_avg:73.09ms
step:73/4740 train_time:5321ms step_avg:72.89ms
step:74/4740 train_time:5408ms step_avg:73.08ms
step:75/4740 train_time:5467ms step_avg:72.89ms
step:76/4740 train_time:5554ms step_avg:73.08ms
step:77/4740 train_time:5613ms step_avg:72.89ms
step:78/4740 train_time:5699ms step_avg:73.07ms
step:79/4740 train_time:5758ms step_avg:72.89ms
step:80/4740 train_time:5845ms step_avg:73.07ms
step:81/4740 train_time:5905ms step_avg:72.90ms
step:82/4740 train_time:5992ms step_avg:73.08ms
step:83/4740 train_time:6052ms step_avg:72.92ms
step:84/4740 train_time:6138ms step_avg:73.07ms
step:85/4740 train_time:6197ms step_avg:72.90ms
step:86/4740 train_time:6283ms step_avg:73.06ms
step:87/4740 train_time:6342ms step_avg:72.90ms
step:88/4740 train_time:6428ms step_avg:73.04ms
step:89/4740 train_time:6488ms step_avg:72.89ms
step:90/4740 train_time:6573ms step_avg:73.04ms
step:91/4740 train_time:6633ms step_avg:72.89ms
step:92/4740 train_time:6719ms step_avg:73.03ms
step:93/4740 train_time:6777ms step_avg:72.88ms
step:94/4740 train_time:6864ms step_avg:73.02ms
step:95/4740 train_time:6923ms step_avg:72.88ms
step:96/4740 train_time:7010ms step_avg:73.02ms
step:97/4740 train_time:7070ms step_avg:72.88ms
step:98/4740 train_time:7156ms step_avg:73.02ms
step:99/4740 train_time:7215ms step_avg:72.88ms
step:100/4740 train_time:7302ms step_avg:73.02ms
