W0325 11:32:12.513000 656504 torch/distributed/run.py:852] 
W0325 11:32:12.513000 656504 torch/distributed/run.py:852] *****************************************
W0325 11:32:12.513000 656504 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0325 11:32:12.513000 656504 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 64527.75it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 72315.59it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14254.22it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14157.99it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 65536.00it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 67650.06it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 19645.45it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 69615.00it/s]
logs/sweep_muon0.012_stretch2.5_peak2.5.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8334 train_time:1ms step_avg:0.88ms
step:1/4740 train_time:106ms step_avg:105.74ms
step:2/4740 train_time:170ms step_avg:85.16ms
step:3/4740 train_time:229ms step_avg:76.35ms
step:4/4740 train_time:315ms step_avg:78.87ms
step:5/4740 train_time:374ms step_avg:74.79ms
step:6/4740 train_time:459ms step_avg:76.54ms
step:7/4740 train_time:518ms step_avg:74.00ms
step:8/4740 train_time:604ms step_avg:75.46ms
step:9/4740 train_time:662ms step_avg:73.59ms
step:10/4740 train_time:748ms step_avg:74.83ms
step:11/4740 train_time:807ms step_avg:73.35ms
step:12/4740 train_time:893ms step_avg:74.43ms
step:13/4740 train_time:952ms step_avg:73.22ms
step:14/4740 train_time:1040ms step_avg:74.30ms
step:15/4740 train_time:1100ms step_avg:73.32ms
step:16/4740 train_time:1187ms step_avg:74.18ms
step:17/4740 train_time:1247ms step_avg:73.33ms
step:18/4740 train_time:1333ms step_avg:74.08ms
step:19/4740 train_time:1393ms step_avg:73.31ms
step:20/4740 train_time:1479ms step_avg:73.95ms
step:21/4740 train_time:1538ms step_avg:73.23ms
step:22/4740 train_time:1625ms step_avg:73.84ms
step:23/4740 train_time:1683ms step_avg:73.16ms
step:24/4740 train_time:1768ms step_avg:73.67ms
step:25/4740 train_time:1828ms step_avg:73.11ms
step:26/4740 train_time:1913ms step_avg:73.59ms
step:27/4740 train_time:1973ms step_avg:73.07ms
step:28/4740 train_time:2059ms step_avg:73.55ms
step:29/4740 train_time:2119ms step_avg:73.06ms
step:30/4740 train_time:2205ms step_avg:73.51ms
step:31/4740 train_time:2265ms step_avg:73.05ms
step:32/4740 train_time:2351ms step_avg:73.48ms
step:33/4740 train_time:2411ms step_avg:73.07ms
step:34/4740 train_time:2498ms step_avg:73.47ms
step:35/4740 train_time:2557ms step_avg:73.06ms
step:36/4740 train_time:2644ms step_avg:73.45ms
step:37/4740 train_time:2702ms step_avg:73.04ms
step:38/4740 train_time:2790ms step_avg:73.41ms
step:39/4740 train_time:2849ms step_avg:73.06ms
step:40/4740 train_time:2936ms step_avg:73.39ms
