W0208 17:55:51.612000 2065697 torch/distributed/run.py:852] 
W0208 17:55:51.612000 2065697 torch/distributed/run.py:852] *****************************************
W0208 17:55:51.612000 2065697 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0208 17:55:51.612000 2065697 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 78398.21it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 66841.50it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 10211.33it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 71697.50it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 65536.00it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 17512.75it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 11773.48it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 62368.83it/s]
logs/sweep_muon0.015_adam0.006.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8309 train_time:1ms step_avg:1.41ms
step:1/4740 train_time:93ms step_avg:93.14ms
step:2/4740 train_time:160ms step_avg:79.92ms
step:3/4740 train_time:218ms step_avg:72.61ms
step:4/4740 train_time:304ms step_avg:75.95ms
step:5/4740 train_time:362ms step_avg:72.48ms
step:6/4740 train_time:448ms step_avg:74.71ms
step:7/4740 train_time:508ms step_avg:72.53ms
step:8/4740 train_time:593ms step_avg:74.18ms
step:9/4740 train_time:654ms step_avg:72.61ms
step:10/4740 train_time:739ms step_avg:73.93ms
step:11/4740 train_time:799ms step_avg:72.62ms
step:12/4740 train_time:884ms step_avg:73.68ms
step:13/4740 train_time:944ms step_avg:72.58ms
step:14/4740 train_time:1032ms step_avg:73.68ms
step:15/4740 train_time:1093ms step_avg:72.89ms
step:16/4740 train_time:1182ms step_avg:73.89ms
step:17/4740 train_time:1242ms step_avg:73.03ms
step:18/4740 train_time:1329ms step_avg:73.81ms
step:19/4740 train_time:1388ms step_avg:73.03ms
step:20/4740 train_time:1474ms step_avg:73.70ms
step:21/4740 train_time:1534ms step_avg:73.05ms
step:22/4740 train_time:1621ms step_avg:73.67ms
step:23/4740 train_time:1679ms step_avg:73.02ms
step:24/4740 train_time:1765ms step_avg:73.56ms
step:25/4740 train_time:1824ms step_avg:72.97ms
step:26/4740 train_time:1910ms step_avg:73.47ms
step:27/4740 train_time:1970ms step_avg:72.98ms
step:28/4740 train_time:2056ms step_avg:73.45ms
step:29/4740 train_time:2117ms step_avg:72.99ms
step:30/4740 train_time:2203ms step_avg:73.45ms
step:31/4740 train_time:2262ms step_avg:72.98ms
step:32/4740 train_time:2350ms step_avg:73.42ms
step:33/4740 train_time:2409ms step_avg:73.00ms
step:34/4740 train_time:2495ms step_avg:73.38ms
step:35/4740 train_time:2555ms step_avg:73.00ms
step:36/4740 train_time:2642ms step_avg:73.38ms
step:37/4740 train_time:2701ms step_avg:73.00ms
step:38/4740 train_time:2787ms step_avg:73.34ms
step:39/4740 train_time:2846ms step_avg:72.98ms
step:40/4740 train_time:2933ms step_avg:73.32ms
