W0209 01:56:35.824000 2269665 torch/distributed/run.py:852] 
W0209 01:56:35.824000 2269665 torch/distributed/run.py:852] *****************************************
W0209 01:56:35.824000 2269665 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0209 01:56:35.824000 2269665 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 60349.70it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 51150.05it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 56679.78it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14413.42it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 16131.94it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14926.35it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 16844.59it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14678.23it/s]
logs/sweep_muon0.010_decay0.20.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8304 train_time:0ms step_avg:0.47ms
step:1/4740 train_time:93ms step_avg:92.94ms
step:2/4740 train_time:161ms step_avg:80.66ms
step:3/4740 train_time:220ms step_avg:73.22ms
step:4/4740 train_time:305ms step_avg:76.29ms
step:5/4740 train_time:364ms step_avg:72.74ms
step:6/4740 train_time:449ms step_avg:74.91ms
step:7/4740 train_time:508ms step_avg:72.54ms
step:8/4740 train_time:593ms step_avg:74.08ms
step:9/4740 train_time:652ms step_avg:72.40ms
step:10/4740 train_time:737ms step_avg:73.67ms
step:11/4740 train_time:796ms step_avg:72.34ms
step:12/4740 train_time:881ms step_avg:73.42ms
step:13/4740 train_time:940ms step_avg:72.30ms
step:14/4740 train_time:1026ms step_avg:73.31ms
step:15/4740 train_time:1089ms step_avg:72.57ms
step:16/4740 train_time:1176ms step_avg:73.47ms
step:17/4740 train_time:1236ms step_avg:72.68ms
step:18/4740 train_time:1322ms step_avg:73.44ms
step:19/4740 train_time:1381ms step_avg:72.68ms
step:20/4740 train_time:1467ms step_avg:73.37ms
step:21/4740 train_time:1526ms step_avg:72.67ms
step:22/4740 train_time:1612ms step_avg:73.26ms
step:23/4740 train_time:1671ms step_avg:72.64ms
step:24/4740 train_time:1756ms step_avg:73.18ms
step:25/4740 train_time:1815ms step_avg:72.62ms
step:26/4740 train_time:1901ms step_avg:73.10ms
step:27/4740 train_time:1960ms step_avg:72.59ms
step:28/4740 train_time:2047ms step_avg:73.10ms
step:29/4740 train_time:2106ms step_avg:72.63ms
step:30/4740 train_time:2193ms step_avg:73.11ms
step:31/4740 train_time:2253ms step_avg:72.69ms
step:32/4740 train_time:2340ms step_avg:73.13ms
step:33/4740 train_time:2401ms step_avg:72.77ms
step:34/4740 train_time:2487ms step_avg:73.15ms
step:35/4740 train_time:2546ms step_avg:72.74ms
step:36/4740 train_time:2632ms step_avg:73.10ms
step:37/4740 train_time:2691ms step_avg:72.72ms
step:38/4740 train_time:2777ms step_avg:73.07ms
step:39/4740 train_time:2837ms step_avg:72.74ms
step:40/4740 train_time:2922ms step_avg:73.06ms
