W0208 22:18:33.045000 2179422 torch/distributed/run.py:852] 
W0208 22:18:33.045000 2179422 torch/distributed/run.py:852] *****************************************
W0208 22:18:33.045000 2179422 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0208 22:18:33.045000 2179422 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 60133.39it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 8148.24it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14979.66it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14614.30it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 13573.80it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 33288.13it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 65793.00it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 16810.84it/s]
logs/sweep_muon0.008_cd0.50.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8309 train_time:0ms step_avg:0.06ms
step:1/4740 train_time:94ms step_avg:93.81ms
step:2/4740 train_time:157ms step_avg:78.26ms
step:3/4740 train_time:215ms step_avg:71.53ms
step:4/4740 train_time:300ms step_avg:75.05ms
step:5/4740 train_time:360ms step_avg:71.99ms
step:6/4740 train_time:445ms step_avg:74.16ms
step:7/4740 train_time:504ms step_avg:72.06ms
step:8/4740 train_time:590ms step_avg:73.73ms
step:9/4740 train_time:649ms step_avg:72.08ms
step:10/4740 train_time:734ms step_avg:73.44ms
step:11/4740 train_time:793ms step_avg:72.09ms
step:12/4740 train_time:879ms step_avg:73.22ms
step:13/4740 train_time:937ms step_avg:72.10ms
step:14/4740 train_time:1023ms step_avg:73.10ms
step:15/4740 train_time:1084ms step_avg:72.27ms
step:16/4740 train_time:1171ms step_avg:73.18ms
step:17/4740 train_time:1232ms step_avg:72.44ms
step:18/4740 train_time:1318ms step_avg:73.23ms
step:19/4740 train_time:1378ms step_avg:72.51ms
step:20/4740 train_time:1463ms step_avg:73.17ms
step:21/4740 train_time:1523ms step_avg:72.52ms
step:22/4740 train_time:1609ms step_avg:73.14ms
step:23/4740 train_time:1668ms step_avg:72.51ms
step:24/4740 train_time:1754ms step_avg:73.07ms
step:25/4740 train_time:1813ms step_avg:72.52ms
step:26/4740 train_time:1899ms step_avg:73.03ms
step:27/4740 train_time:1959ms step_avg:72.54ms
step:28/4740 train_time:2045ms step_avg:73.03ms
step:29/4740 train_time:2105ms step_avg:72.57ms
step:30/4740 train_time:2191ms step_avg:73.05ms
step:31/4740 train_time:2252ms step_avg:72.63ms
step:32/4740 train_time:2338ms step_avg:73.06ms
step:33/4740 train_time:2397ms step_avg:72.64ms
step:34/4740 train_time:2483ms step_avg:73.03ms
step:35/4740 train_time:2543ms step_avg:72.65ms
step:36/4740 train_time:2629ms step_avg:73.03ms
step:37/4740 train_time:2689ms step_avg:72.67ms
step:38/4740 train_time:2776ms step_avg:73.05ms
step:39/4740 train_time:2835ms step_avg:72.69ms
step:40/4740 train_time:2921ms step_avg:73.01ms
