W0209 00:11:33.400000 2221900 torch/distributed/run.py:852] 
W0209 00:11:33.400000 2221900 torch/distributed/run.py:852] *****************************************
W0209 00:11:33.400000 2221900 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0209 00:11:33.400000 2221900 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 78033.56it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 55738.26it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 77314.36it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 61680.94it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 59074.70it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 66576.25it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 13763.10it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 11328.30it/s]
logs/sweep_muon0.010_cd0.55.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8321 train_time:1ms step_avg:0.57ms
step:1/4740 train_time:92ms step_avg:91.73ms
step:2/4740 train_time:159ms step_avg:79.50ms
step:3/4740 train_time:218ms step_avg:72.51ms
step:4/4740 train_time:303ms step_avg:75.87ms
step:5/4740 train_time:363ms step_avg:72.69ms
step:6/4740 train_time:449ms step_avg:74.86ms
step:7/4740 train_time:508ms step_avg:72.57ms
step:8/4740 train_time:593ms step_avg:74.17ms
step:9/4740 train_time:652ms step_avg:72.47ms
step:10/4740 train_time:737ms step_avg:73.70ms
step:11/4740 train_time:796ms step_avg:72.35ms
step:12/4740 train_time:882ms step_avg:73.47ms
step:13/4740 train_time:941ms step_avg:72.38ms
step:14/4740 train_time:1027ms step_avg:73.38ms
step:15/4740 train_time:1088ms step_avg:72.54ms
step:16/4740 train_time:1175ms step_avg:73.46ms
step:17/4740 train_time:1234ms step_avg:72.61ms
step:18/4740 train_time:1321ms step_avg:73.41ms
step:19/4740 train_time:1382ms step_avg:72.72ms
step:20/4740 train_time:1468ms step_avg:73.41ms
step:21/4740 train_time:1528ms step_avg:72.75ms
step:22/4740 train_time:1614ms step_avg:73.34ms
step:23/4740 train_time:1674ms step_avg:72.76ms
step:24/4740 train_time:1760ms step_avg:73.32ms
step:25/4740 train_time:1819ms step_avg:72.77ms
step:26/4740 train_time:1906ms step_avg:73.29ms
step:27/4740 train_time:1965ms step_avg:72.79ms
step:28/4740 train_time:2053ms step_avg:73.31ms
step:29/4740 train_time:2112ms step_avg:72.84ms
step:30/4740 train_time:2199ms step_avg:73.29ms
step:31/4740 train_time:2258ms step_avg:72.84ms
step:32/4740 train_time:2345ms step_avg:73.27ms
step:33/4740 train_time:2405ms step_avg:72.87ms
step:34/4740 train_time:2491ms step_avg:73.27ms
step:35/4740 train_time:2551ms step_avg:72.89ms
step:36/4740 train_time:2637ms step_avg:73.25ms
step:37/4740 train_time:2696ms step_avg:72.87ms
step:38/4740 train_time:2782ms step_avg:73.22ms
step:39/4740 train_time:2843ms step_avg:72.89ms
step:40/4740 train_time:2928ms step_avg:73.21ms
