W0208 10:21:44.641000 1932119 torch/distributed/run.py:852] 
W0208 10:21:44.641000 1932119 torch/distributed/run.py:852] *****************************************
W0208 10:21:44.641000 1932119 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0208 10:21:44.641000 1932119 torch/distributed/run.py:852] *****************************************
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 29694.19it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 9516.29it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 71392.41it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 66841.50it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 83468.74it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 64280.52it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 14678.23it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 65027.97it/s]
logs/sweep_muon0.019_adam0.008.txt
74
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 391, 392, 393, 783, 784, 785, 1174, 1175, 1176, 1566, 1567, 1568, 1958, 1959, 1960, 2349, 2350, 2351, 2741, 2742, 2743, 3133, 3134, 3135] for warmup
Resetting Model
step:0/4740 val_loss:10.8308 train_time:0ms step_avg:0.06ms
step:1/4740 train_time:92ms step_avg:92.17ms
step:2/4740 train_time:159ms step_avg:79.41ms
step:3/4740 train_time:217ms step_avg:72.36ms
step:4/4740 train_time:302ms step_avg:75.62ms
step:5/4740 train_time:361ms step_avg:72.29ms
step:6/4740 train_time:447ms step_avg:74.55ms
step:7/4740 train_time:507ms step_avg:72.39ms
step:8/4740 train_time:592ms step_avg:74.02ms
step:9/4740 train_time:651ms step_avg:72.32ms
step:10/4740 train_time:736ms step_avg:73.64ms
step:11/4740 train_time:795ms step_avg:72.28ms
step:12/4740 train_time:881ms step_avg:73.38ms
step:13/4740 train_time:940ms step_avg:72.31ms
step:14/4740 train_time:1027ms step_avg:73.33ms
step:15/4740 train_time:1088ms step_avg:72.54ms
step:16/4740 train_time:1175ms step_avg:73.46ms
step:17/4740 train_time:1236ms step_avg:72.68ms
step:18/4740 train_time:1322ms step_avg:73.45ms
step:19/4740 train_time:1381ms step_avg:72.70ms
step:20/4740 train_time:1468ms step_avg:73.41ms
step:21/4740 train_time:1528ms step_avg:72.74ms
step:22/4740 train_time:1614ms step_avg:73.36ms
step:23/4740 train_time:1673ms step_avg:72.76ms
step:24/4740 train_time:1759ms step_avg:73.30ms
step:25/4740 train_time:1819ms step_avg:72.75ms
step:26/4740 train_time:1904ms step_avg:73.24ms
step:27/4740 train_time:1963ms step_avg:72.71ms
step:28/4740 train_time:2050ms step_avg:73.23ms
step:29/4740 train_time:2110ms step_avg:72.74ms
step:30/4740 train_time:2196ms step_avg:73.20ms
step:31/4740 train_time:2256ms step_avg:72.76ms
step:32/4740 train_time:2342ms step_avg:73.17ms
step:33/4740 train_time:2401ms step_avg:72.75ms
step:34/4740 train_time:2488ms step_avg:73.17ms
step:35/4740 train_time:2547ms step_avg:72.78ms
step:36/4740 train_time:2634ms step_avg:73.15ms
step:37/4740 train_time:2693ms step_avg:72.80ms
step:38/4740 train_time:2780ms step_avg:73.16ms
step:39/4740 train_time:2840ms step_avg:72.81ms
step:40/4740 train_time:2926ms step_avg:73.15ms
